ulasan,makanan,minuman,pelayanan,tempat,harga
"
Jika anda² sudah lupa rasa indomie kuah, yang ada di warkop elisabeth medan, disinilah tempat yg sangat direkomendasi  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Jus pinang muda mantap.khusus yg sudah dewasa.#WRP(warkop ramah tamah)Multatuli no 28 medan.  ",Aspek tidak ada,Positif,Netral,Aspek tidak ada,Aspek tidak ada
"
Kalo mau pesan pastikan harga atas menu yang mau dipesan karna ada beberapa menu yang harganya berbeda dari daftar menu  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Karyawannya ramah..Makanannya cepat datang..Saya dan suami suka nongkrong disini  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Kopinya mantap kaleee  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kualitas makanannya baik mengingat ini cafe nongkrong.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Layanan nya baik makanan lumayan standard lah  ",Netral,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Lokasi strategis nyaman buat t4 tongkrongan dan mkanan dan minuman jg enak..  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Lumayan enak dan terjangkau. Tp mohon kebersihan sekitarnya ditingkatkan  ",Positif,Netral,Aspek tidak ada,Negatif,Positif
"
Lumayan enak tempatnya buat kumpul sore atau malam hari dengan teman. Makanan nya lumayan enak. Sayang tidak ada fasilitas seperti musholla. Harga terjangkau  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Lumayan lah, banyak juga pilihan makanan nya.  ",Positif,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan rasa  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan santai disini. Tp yg ga suka itu skrh semakin byk pengamen, dan org yg minta2. Lama2 agak mengganggu juga.. Jd buat ga betah lama duduk disitu  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Lumayan untuk nongkrong bareng teman. Harga makanan dan minuman terjangkau  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Makan mie bangladesh nikmat jg disini. tapi parkirnya ramai sekali sehingga sulit untuk diakses  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Makanan dan kopinya enak  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan enak ala warkop, nyantai, ga terlalu rame  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan enak, harga lumayan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan enak, harga terjangkau... Hanya manajemennya kurang, ada menu yang kami pesan tidak datang tapi tetap di tagihkan, tetapi setelah dikomplain, mereka mengakuinya.  ",Positif,Aspek tidak ada,Negatif,Aspek tidak ada,Positif
"
Makanan murah dan enak. Penjual jg ramah. Tempat nongkrong yg cukup nyaman  ",Positif,Aspek tidak ada,Positif,Positif,Netral
"
Makanan n minuman sih kurang lebih sama dengan warkop lainnya, parkirannya terjaga  ",Netral,Netral,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan nya enak banyak varian , tmpt nya bersih  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan nya enak enak. Disediakan Lada, Garam, kecap , saos indofood di meja. Ada telur Asin juga. Abang abang nya juga Ramah. Trus peka sama pelanggan, tau aje saps nya habis dotawarin saos baru 😂😂 laris manis ya  ",Positif,Aspek tidak ada,Positif,Netral,Aspek tidak ada
"
Makanan, minuman, dan temoat nongkrong yang enak  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanannya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak dan bermacam2, tempatnya nyaman dan bersih  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanannya enak dan harganya normal. Cocok bangermt buat traveller yg budgetnya terbatas  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanannya enakk, apalagi dimsumnya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enakTapi ga tau apa yang ramah disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya mantap. 👍  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya murah meriah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanannya semua enak, nasi kucing, mie bangladesh, ayam penyet, jangan lupa coba ketoprak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makannya enak dan murah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Mantap dan murah  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Mantap Indomie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap tempat luas, nyaman, pekerja ramah sesuai nama😁, parkir gratis kalau pesan bungkus dan yang terpenting menu harga bersahabat dan rasanya mantap dah...  ",Positif,Aspek tidak ada,Positif,Positif,Positif
"
Mantap, banyak tempat dudukny  ",Positif,Netral,Aspek tidak ada,Positif,Aspek tidak ada
"
Martabak nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu dan pelayanan 9/9Proses penyajian 4/9  ",Positif,Positif,Netral,Negatif,Aspek tidak ada
"
menunya enak2..cocok untuk tempat nongkrong  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Menunya lengkap  ",Netral,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
menunya mantap......  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mi instan paling oke ni.di medan salah satunya  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie aceh ny mantappp....  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie aceh nya enak  ",Positif,Negatif,Aspek tidak ada,Negatif,Aspek tidak ada
"
Mie bangladesh nya mantapp  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh nya recomended  ",Positif,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mienya enak bener  ",Positif,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Minuman dan makanannya enak.dan tempat nya cocok untuk santai  ",Positif,Positif,Netral,Positif,Aspek tidak ada
"
Muraahhhhh yang pasti dan enak makan minum  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah, ramah, Cepat, nyaman utk nongkrong TSTan.  ",Aspek tidak ada,Netral,Positif,Positif,Positif
"
Namanya aja udah gitu,apalagi semuanya..  ",Netral,Netral,Netral,Netral,Netral
"
Nasi kucing enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nih buat anak anak gahol medan yang suka nongki nongki manzah dengan budget rendah yang penting kumpul dan quality timenya. Cocok ni kesini warkop nuansa Foodcourt menunya banyak agak beda dari warkop kebanyakan yang menunya paling cuma indomie goreng/kuah. Disini banyak menu dengan harga tetep murahhhh. Cocok untuk mahasiswa laya  ",Positif,Netral,Netral,Aspek tidak ada,Positif
"
Nyaman  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Aspek tidak ada
"
Nyaman dan enak  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Nyaman sih, ga tll rame, mie nya jg enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Nyaman, makanannya lumayan enak, cuma kalo hujan bisa kacau....  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Nyaman,makanannya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Nyaman... Wangi bunga tanjungnya khas dan semerbak  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Aspek tidak ada
"
Nyobain Mie Aceh nya lumayan enak.  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Oke t4 nya asyik buat nongkrong sama temen2  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Aspek tidak ada
"
Paling nyaman disini dibanding tetangga  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Paling top mienya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Parkir Ok, Banyak Menu  ",Netral,Positif,Netral,Positif,Aspek tidak ada
"
Parkir oke, menu banyak, mie Aceh nya mantapsss 👌👌  ",Positif,Positif,Positif,Netral,Aspek tidak ada
"
Pas buat nyantai lama. Karena tempatnya terbuka dan tidak sumpek  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Pas sih murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Pelayanan bagus, pegawai ya ramah2 dan petugas parkir ya sopan semua.. Masakan juga enak loh...  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan baik  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan cepat  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan oke, harga oke.  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Pelayanannya ok  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pilihan kedua setelah warkop Agam senyum, canda senyum.  ",Netral,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pilihan makanan dan minuman cukup banyak  ",Positif,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pilihan menu banyak dan rasa yang paten  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pokoknya oke lah..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
ramah cepat dan tepat  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
ramah dikantong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Ramah menu yang ditawarkan enak dan harga pasti terjangkau  ",Positif,Positif,Positif,Aspek tidak ada,Positif
"
Rame terus  ",Positif,Positif,Netral,Aspek tidak ada,Aspek tidak ada
"
Rasa makanan nya luar biasa enak, Bakmie Bangladesh & Mie Acehnya juara bangettt  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa standar seperti warkop pada umumnya  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasanya pas tidak seperti mie aceh lainnya yg trlalu kuat rqsa bumbunya.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Recomended lah pokoknya.  ",Netral,Netral,Netral,Netral,Netral
"
Salah satu tempat mantap lh buat TST...  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Salah satu warkop di kota medan yang dapat melakukan nobar bola dan makanannya enak dan pastinya harga sangat terjangkau  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Saya suka sekali main ksini.. warkop ini tentunya tempat tongkrongan yg positif kok.. selain makanan nya yg enak harga juga terjangkau kok.. apalagi indomie bangladesh makanan favorit saya ehehe bisa buat ngumpul bareng temen"" loh.. bareng keluarga juga boleh..  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Sebenarnya makanan disini enak"" tapi tepat duduknya nih yang kurang. Apalagi kalau udah hujan. Bakalan ada yg basah. Saran sih fasilitas nya diperbaiki  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Sedap lah  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sepertinya saya sangat suka dengan minuman TST disini baru pertama coba pengen langganan terusssss,tapi untuk menu makanan dan minuman yang lain juga enak yaa bosku  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sering banget nongkrong disini bareng cowok. Paling suka mi bangladess mantulll  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Sesuai dengan namanya. Staffnya memang ramah dan banyak orang yg berkunjung. Makanannya juga enak-enak cuma sayangnya porsi untuk dessert nya dikit :(  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Sesuai dg nama... Memang ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Sesuai nama, ramah tamah teman teman semua nya. tempat tidak panas seperti warkop lainnya. Nyaman maupun bawa anak ya teman teman sekalian. Ada WiFi juga disini ya teman FB teman sekalian. Uuuhhhh manjaaaa  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Sudah sering kesini sejak awal² kuliah bareng teman. Enak buat nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
T4nya rame, hanya nasi goreng kurang enak  ",Negatif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat asik untuk nongkrong, makanannya enak2  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat bersih makanan lumayan  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat ini menyediakan makanan mie instan dengan tambahan bumbu2 yang menggugah selera, harha di tempat ini bisa dikatakan cukup bersahabat untuk kalangan mahasiswa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempat kurang bersih, makanan cukup bagus.  ",Netral,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tempat luas, harga makanan terjangkau, ada toilet nyaa jugaa.  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Positif
"
Tempat makan dan nongkrong yg cukup ramai  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat makan indomie. 12-15 ribuan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Tempat makan mie andalan saya. Rasa mie nya tidak di ragukan lagi. Ditambah minumannya, saya paling suka tst teh susu telur  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat makan minum sambil ngobrol..  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat makan minum untuk yg lowbudget  ",Netral,Netral,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempat merakyat  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat ngumpul dan mengobrol sambil menikmati hidangan yg murah dan meriah  ",Netral,Netral,Aspek tidak ada,Positif,Positif
"
Tempat nongki asik kota medan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong bareng teman yang favorit  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong yang nyaman dan makanannya 👍👍  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nongkrong yg easy..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
tempat nongkrong yg paling rame di multatuli, lengkap makanannya🤗  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat nongkrong yg santai  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
tempat nya rame di dekat multatuli makananya enak apalagi mie aceh nya insyaALLAH recomended harganya pas dikantong cocok untuk ngumpul bareng temen  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Tempat nyaman dan santai  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat Nyaman, Makanan enak, Kru yang ramah  ",Positif,Positif,Positif,Positif,Aspek tidak ada
"
Tempat ok, pelayanan baik, harga mantap, tempat parkir nyaman dan jenis makanan hendaknya ditambah lagi biar afdol, sukses ya  warkop Ramah Tamah  ",Netral,Aspek tidak ada,Positif,Positif,Positif
"
Tempat singgah malam dikalah laper  ",Positif,Netral,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tempat tongkrongan yang nyaman  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempat wajib sepulang badminton. Enak aja gtu  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat yang asik buat nongkrong anak muda  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat yang nyaman  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat yg asik untuk kumpul bersama keluarga ataupun teman2 ktr dg banyak pilihan makanan  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat yg bagus untuk berfoto dan bercengkerama  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Aspek tidak ada
"
Tempatnya asik.. bener2 ramah tamah 👍😊  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempatnya Asyik buat nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya bagus  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya bagus, tidak terlalu bising. Makanannya jg enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya mantap,  gak bikin gerah,  rasanya juga enak koq...  Pokoknya rekomen la buat nongmat, alias nongkrong hemat  ",Positif,Positif,Positif,Positif,Positif
"
Tempatnya nyaman  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Terang  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Terlalu lambat order makanan nya  ",Netral,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Tersedia menu cocok dgn seleraku..  ",Positif,Positif,Positif,Aspek tidak ada,Aspek tidak ada
"
Tidak meninggalkan kesan di lidah.Kentang goreng lebih mahal dari mie goreng Bangla. Gak cocok  ",Negatif,Netral,Aspek tidak ada,Aspek tidak ada,Negatif
"
Tidak terlalu ramai dan sumpek  ",Aspek tidak ada,Aspek tidak ada,Netral,Negatif,Aspek tidak ada
"
Tmpt yg bisa santai di malam hari ketika bosen di mall dan cafe  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tolong jaga kebersihannya ya abg""...  semuanya sdh OK.. 👍🏼👍🏼  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Untuk santai2 sama temen2 ,, it's Ok lah !!!  ",Netral,Netral,Netral,Positif,Netral
"
Untuk ukuran Warkop kaki lima, toiletnya bersih dan ngga bauk 👍🏻  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Wah.. rame betul... klik buat nongkrong  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Warkop di jalan multatuli, deket starbuck multatuli.Menyediakan berbagai macam menu, ada nasi dan mie,Harga lumayan,Cocok untuk nongkrong2  ",Netral,Positif,Positif,Netral,Positif
"
Warkop enak di persimpangan h misbah  ",Positif,Netral,Netral,Netral,Netral
"
Warkop murmer, indomie bangladesh dan kuahnya juara, modal 20ribu udah makan minum kenyang 😁  ",Positif,Netral,Positif,Netral,Positif
"
Warkop nya bagus mudah dijangkau tempat nya..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Negatif
"
Warkop ramah tamah  ",Aspek tidak ada,Aspek tidak ada,Positif,Netral,Aspek tidak ada
"
Warkop yang bagus. Sesuai dengan namanya ramah tamah makanan minuman juga oke dan di depannya ada jualan sate juga. Hanya saja pesanan agak lama dan ruang parkir yang sempit untuk mobil sehingga memakan badan jalan. Yang lain sih oke cocok buat tongkrongan malam  ",Positif,Positif,Positif,Positif,Netral
"
Warkop yang menyediakan aneka ragam menu  ",Positif,Positif,Positif,Netral,Aspek tidak ada
"
Warkop yang paling nyaman dan makanannya enak², dan enggak terlalu berisik..  ",Positif,Positif,Netral,Positif,Positif
"
Warkopnya lumayan nyaman, pelayanan ramah, harga jg terjangkau. Disini jg menyajikan menu lain selain nasgor dan mie instan, ada jg sop, soto, asam manis pokoknya gak bosan sih nongkrong malam malam disini 👍  ",Positif,Positif,Positif,Positif,Positif
"
Warung kopi yg nyaman dan harga jg aman..  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Positif
"
Yang suka begadang atau susah tidur disini nongkrongnya, tempatnya nyantai  ",Aspek tidak ada,Aspek tidak ada,Netral,Positif,Aspek tidak ada
"
Tempat kawan lama 21 tahun yang lalu, rasa masih mantap ",Positif,Positif,Aspek tidak ada,Netral,Aspek tidak ada
"Tempat nongkrong warmindo, makanan yg terkenal adalah mi bangladesh, pengunjungnya kebanyakan anak muda, selama masa pandemi jam 9 -10 malam udah mulai dimatikan lampu dan pintu toko ditutup sebagian, tapi ajaibnya jam 11an uda buka lagi dan sudah rame lagi :D ",Netral,Aspek tidak ada,Positif,Netral,Aspek tidak ada
"
Tadi pesan soto daging sama Soo, jus. Enak juga sate kerangnya ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Puding telur nya asli enak.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie seleraku.....enak tenan mie instant kuah gak terlalu basah dicampur telur aduk, ditambah irisan cabe hijau jadinya mantap deh ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan lah...Makanan B aja, harga standard ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Pelayanan cepat dan ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh nya, mantapppp... ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu nya enak. ",Positif,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat luas, makanan enak, dominan makanan berbahan dasar indomie, pengunjung ramai dan banyak cewek cewek cantiq pengunjungnya ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mantap pelayanan cepat dan makanan enak ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Indomie ter enak dimedan, tempat favorite saya kalau pulang kampung ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Kombinasi mie bangladesh dan telur set matengnya, sempurnaa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat enak harga terjangkau ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Lumayan harganya, cepat penyajiannya ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Mie jemek nya enak,tempatnya bersih ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Biasa sj ",Netral,Netral,Netral,Netral,Netral
"
Indomie becek nyaaaa, maknyusss.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sangat nikmat, indomie bangladesh (indomie telur rempah) pedas ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh nya top markotop ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Murah meriah lagi enak ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Baik, dalam pelayanan dan menu makanan yang baik. ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Enak mie bangladesh tapi ramai bener orangnya ",Positif,Aspek tidak ada,Positif,Netral,Aspek tidak ada
"
Makanannya enak dn tempatnya nyaman ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie kuahnya mantap ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan nya enak pelayanan baik ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Selalu rame, mie nya tetap enak. ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Lokasinya bagus dan nyaman..pelayanan cepat dan ramah ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempat nongkrong anak muda yang murah meriah ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Enak kali mienya, wajib coba lah.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makan enak dompet bersahabat ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie paling enak ! Wajib coba kalau ke medan ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Anjir enak banget mie nyaSumpah ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan ny enak sekali ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bangladesh ny gk ada obat ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
